usecs   ticks  time part mamType noteType channel pitch velocity    other
555556       0 0.000    0       2       f0       f    51        0 00000000
    0   20100 0.000    1       0       90       0    3b       6b 00000000
    0   20148 0.000    1       0       80       0    3b        0 00000000
    0   20160 0.000    1       0       90       0    3c       6b 00000000
    0   20208 0.000    1       0       80       0    3c        0 00000000
    0   20220 0.000    1       0       90       0    3e       6b 00000000
    0   20268 0.000    1       0       80       0    3e        0 00000000
    0   20280 0.000    1       0       90       0    40       6b 00000000
    0   20328 0.000    1       0       80       0    40        0 00000000
    0   20340 0.000    1       0       90       0    3b       6b 00000000
    0   20388 0.000    1       0       80       0    3b        0 00000000
    0   20400 0.000    1       0       90       0    3c       6b 00000000
    0   20496 0.000    1       0       80       0    3c        0 00000000
    0   20520 0.000    1       0       90       0    3e       6b 00000000
    0   20616 0.000    1       0       80       0    3e        0 00000000
    0   20640 0.000    1       0       90       0    3c       6b 00000000
    0   20736 0.000    1       0       80       0    3c        0 00000000
    0   20760 0.000    1       0       90       0    3b       6b 00000000
    0   20856 0.000    1       0       80       0    3b        0 00000000
    0   20880 0.000    1       0       90       0    39       6b 00000000
    0   20928 0.000    1       0       80       0    39        0 00000000
    0   20940 0.000    1       0       90       0    3b       6b 00000000
    0   20988 0.000    1       0       80       0    3b        0 00000000
    0   21000 0.000    1       0       90       0    3c       6b 00000000
    0   21048 0.000    1       0       80       0    3c        0 00000000
    0   21060 0.000    1       0       90       0    38       6b 00000000
    0   21108 0.000    1       0       80       0    38        0 00000000
    0   21120 0.000    1       0       90       0    39       6b 00000000
    0   21168 0.000    1       0       80       0    39        0 00000000
    0   21180 0.000    1       0       90       0    34       6b 00000000
    0   21228 0.000    1       0       80       0    34        0 00000000
    0   21240 0.000    1       0       90       0    35       6b 00000000
    0   21288 0.000    1       0       80       0    35        0 00000000
    0   21300 0.000    1       0       90       0    3b       6b 00000000
    0   21348 0.000    1       0       80       0    3b        0 00000000
    0   21360 0.000    1       0       90       0    34       6b 00000000
    0   21408 0.000    1       0       80       0    34        0 00000000
    0   21420 0.000    1       0       90       0    39       6b 00000000
    0   21468 0.000    1       0       80       0    39        0 00000000
    0   21480 0.000    1       0       90       0    32       6b 00000000
    0   21528 0.000    1       0       80       0    32        0 00000000
    0   21540 0.000    1       0       90       0    38       6b 00000000
    0   21588 0.000    1       0       80       0    38        0 00000000
    0   21600 0.000    1       0       90       0    30       6b 00000000
    0   21648 0.000    1       0       80       0    30        0 00000000
    0   21660 0.000    1       0       90       0    34       6b 00000000
    0   21708 0.000    1       0       80       0    34        0 00000000
    0   21720 0.000    1       0       90       0    39       6b 00000000
    0   21780 0.000    1       0       90       0    2f       6b 00000000
    0   21828 0.000    1       0       80       0    2f        0 00000000
    0   21840 0.000    1       0       90       0    30       6b 00000000
    0   21936 0.000    1       0       80       0    30        0 00000000
    0   21936 0.000    1       0       80       0    39        0 00000000
    0   21960 0.000    1       0       90       0    38       6b 00000000
    0   21960 0.000    1       0       90       0    32       6b 00000000
    0   22056 0.000    1       0       80       0    32        0 00000000
    0   22056 0.000    1       0       80       0    38        0 00000000
    0   22080 0.000    1       0       90       0    39       6b 00000000
    0   22080 0.000    1       0       90       0    34       6b 00000000
    0   22128 0.000    1       0       80       0    39        0 00000000
    0   22140 0.000    1       0       90       0    3c       6b 00000000
    0   22176 0.000    1       0       80       0    34        0 00000000
    0   22188 0.000    1       0       80       0    3c        0 00000000
    0   22200 0.000    1       0       90       0    3b       6b 00000000
    0   22200 0.000    1       0       90       0    35       6b 00000000
    0   22248 0.000    1       0       80       0    3b        0 00000000
    0   22260 0.000    1       0       90       0    3e       6b 00000000
    0   22296 0.000    1       0       80       0    35        0 00000000
    0   22308 0.000    1       0       80       0    3e        0 00000000
    0   22320 0.000    1       0       90       0    38       6b 00000000
    0   22368 0.000    1       0       80       0    38        0 00000000
    0   22380 0.000    1       0       90       0    3b       6b 00000000
    0   22428 0.000    1       0       80       0    3b        0 00000000
    0   22440 0.000    1       0       90       0    3e       6b 00000000
    0   22488 0.000    1       0       80       0    3e        0 00000000
    0   22500 0.000    1       0       90       0    41       6b 00000000
    0   22548 0.000    1       0       80       0    41        0 00000000
    0   22560 0.000    1       0       90       0    3e       6b 00000000
    0   22608 0.000    1       0       80       0    3e        0 00000000
    0   22620 0.000    1       0       90       0    3b       6b 00000000
    0   22668 0.000    1       0       80       0    3b        0 00000000
    0   22680 0.000    1       0       90       0    38       6b 00000000
    0   22728 0.000    1       0       80       0    38        0 00000000
    0   22740 0.000    1       0       90       0    3b       6b 00000000
    0   22788 0.000    1       0       80       0    3b        0 00000000
    0   22800 0.000    1       0       90       0    34       6b 00000000
    0   22848 0.000    1       0       80       0    34        0 00000000
    0   22860 0.000    1       0       90       0    3e       6b 00000000
    0   22908 0.000    1       0       80       0    3e        0 00000000
    0   22920 0.000    1       0       90       0    3c       6b 00000000
    0   22968 0.000    1       0       80       0    3c        0 00000000
    0   22980 0.000    1       0       90       0    3b       6b 00000000
    0   23028 0.000    1       0       80       0    3b        0 00000000
    0   23040 0.000    1       0       90       0    3c       6b 00000000
    0   23088 0.000    1       0       80       0    3c        0 00000000
    0   23100 0.000    1       0       90       0    40       6b 00000000
    0   23148 0.000    1       0       80       0    40        0 00000000
    0   23160 0.000    1       0       90       0    45       6b 00000000
    0   23220 0.000    1       0       90       0    3b       6b 00000000
    0   23268 0.000    1       0       80       0    3b        0 00000000
    0   23280 0.000    1       0       90       0    3c       6b 00000000
    0   23376 0.000    1       0       80       0    3c        0 00000000
    0   23376 0.000    1       0       80       0    45        0 00000000
    0   23400 0.000    1       0       90       0    44       6b 00000000
    0   23400 0.000    1       0       90       0    3e       6b 00000000
    0   23496 0.000    1       0       80       0    3e        0 00000000
    0   23496 0.000    1       0       80       0    44        0 00000000
    0   23520 0.000    1       0       90       0    45       6b 00000000
    0   23520 0.000    1       0       90       0    40       6b 00000000
    0   23568 0.000    1       0       80       0    45        0 00000000
    0   23580 0.000    1       0       90       0    48       6b 00000000
    0   23616 0.000    1       0       80       0    40        0 00000000
    0   23628 0.000    1       0       80       0    48        0 00000000
    0   23640 0.000    1       0       90       0    47       6b 00000000
    0   23640 0.000    1       0       90       0    41       6b 00000000
    0   23688 0.000    1       0       80       0    47        0 00000000
    0   23700 0.000    1       0       90       0    4a       6b 00000000
    0   23736 0.000    1       0       80       0    41        0 00000000
    0   23748 0.000    1       0       80       0    4a        0 00000000
    0   23760 0.000    1       0       90       0    44       6b 00000000
    0   23808 0.000    1       0       80       0    44        0 00000000
    0   23820 0.000    1       0       90       0    47       6b 00000000
    0   23868 0.000    1       0       80       0    47        0 00000000
    0   23880 0.000    1       0       90       0    4a       6b 00000000
    0   23928 0.000    1       0       80       0    4a        0 00000000
    0   23940 0.000    1       0       90       0    4d       6b 00000000
    0   23988 0.000    1       0       80       0    4d        0 00000000
    0   24000 0.000    1       0       90       0    4a       6b 00000000
    0   24048 0.000    1       0       80       0    4a        0 00000000
    0   24060 0.000    1       0       90       0    47       6b 00000000
    0   24108 0.000    1       0       80       0    47        0 00000000
    0   24120 0.000    1       0       90       0    44       6b 00000000
    0   24168 0.000    1       0       80       0    44        0 00000000
    0   24180 0.000    1       0       90       0    47       6b 00000000
    0   24228 0.000    1       0       80       0    47        0 00000000
    0   24240 0.000    1       0       90       0    40       6b 00000000
    0   24288 0.000    1       0       80       0    40        0 00000000
    0   24300 0.000    1       0       90       0    4a       6b 00000000
    0   24348 0.000    1       0       80       0    4a        0 00000000
    0   24360 0.000    1       0       90       0    48       6b 00000000
    0   24408 0.000    1       0       80       0    48        0 00000000
    0   24420 0.000    1       0       90       0    47       6b 00000000
    0   24468 0.000    1       0       80       0    47        0 00000000
    0   24480 0.000    1       0       90       0    48       6b 00000000
    0   24528 0.000    1       0       80       0    48        0 00000000
    0   24540 0.000    1       0       90       0    4c       6b 00000000
    0   24588 0.000    1       0       80       0    4c        0 00000000
    0   24600 0.000    1       0       90       0    51       6b 00000000
    0   24660 0.000    1       0       90       0    47       6b 00000000
    0   24708 0.000    1       0       80       0    47        0 00000000
    0   24720 0.000    1       0       90       0    48       6b 00000000
    0   24816 0.000    1       0       80       0    48        0 00000000
    0   24816 0.000    1       0       80       0    51        0 00000000
    0   24840 0.000    1       0       90       0    50       6b 00000000
    0   24840 0.000    1       0       90       0    4a       6b 00000000
    0   24936 0.000    1       0       80       0    4a        0 00000000
    0   24936 0.000    1       0       80       0    50        0 00000000
    0   24960 0.000    1       0       90       0    51       6b 00000000
    0   24960 0.000    1       0       90       0    4c       6b 00000000
    0   25008 0.000    1       0       80       0    51        0 00000000
    0   25020 0.000    1       0       90       0    54       6b 00000000
    0   25056 0.000    1       0       80       0    4c        0 00000000
    0   25068 0.000    1       0       80       0    54        0 00000000
    0   25080 0.000    1       0       90       0    53       6b 00000000
    0   25080 0.000    1       0       90       0    4d       6b 00000000
    0   25128 0.000    1       0       80       0    53        0 00000000
    0   25140 0.000    1       0       90       0    51       6b 00000000
    0   25176 0.000    1       0       80       0    4d        0 00000000
    0   25188 0.000    1       0       80       0    51        0 00000000
    0   25200 0.000    1       0       90       0    50       6b 00000000
    0   25248 0.000    1       0       80       0    50        0 00000000
    0   25260 0.000    1       0       90       0    4e       6b 00000000
    0   25308 0.000    1       0       80       0    4e        0 00000000
    0   25320 0.000    1       0       90       0    50       6b 00000000
    0   25368 0.000    1       0       80       0    50        0 00000000
    0   25380 0.000    1       0       90       0    53       6b 00000000
    0   25428 0.000    1       0       80       0    53        0 00000000
    0   25440 0.000    1       0       90       0    51       6b 00000000
    0   25488 0.000    1       0       80       0    51        0 00000000
    0   25500 0.000    1       0       90       0    50       6b 00000000
    0   25548 0.000    1       0       80       0    50        0 00000000
    0   25560 0.000    1       0       90       0    51       6b 00000000
    0   25608 0.000    1       0       80       0    51        0 00000000
    0   25620 0.000    1       0       90       0    54       6b 00000000
    0   25668 0.000    1       0       80       0    54        0 00000000
    0   25680 0.000    1       0       90       0    50       6b 00000000
    0   25728 0.000    1       0       80       0    50        0 00000000
    0   25740 0.000    1       0       90       0    4e       6b 00000000
    0   25788 0.000    1       0       80       0    4e        0 00000000
    0   25800 0.000    1       0       90       0    50       6b 00000000
    0   25848 0.000    1       0       80       0    50        0 00000000
    0   25860 0.000    1       0       90       0    53       6b 00000000
    0   25908 0.000    1       0       80       0    53        0 00000000
    0   25920 0.000    1       0       90       0    4e       6b 00000000
    0   25968 0.000    1       0       80       0    4e        0 00000000
    0   25980 0.000    1       0       90       0    4c       6b 00000000
    0   26028 0.000    1       0       80       0    4c        0 00000000
    0   26040 0.000    1       0       90       0    4e       6b 00000000
    0   26088 0.000    1       0       80       0    4e        0 00000000
    0   26100 0.000    1       0       90       0    51       6b 00000000
    0   26148 0.000    1       0       80       0    51        0 00000000
    0   26160 0.000    1       0       90       0    4d       6b 00000000
    0   26208 0.000    1       0       80       0    4d        0 00000000
    0   26220 0.000    1       0       90       0    4c       6b 00000000
    0   26268 0.000    1       0       80       0    4c        0 00000000
    0   26280 0.000    1       0       90       0    4d       6b 00000000
    0   26328 0.000    1       0       80       0    4d        0 00000000
    0   26340 0.000    1       0       90       0    53       6b 00000000
    0   26388 0.000    1       0       80       0    53        0 00000000
    0   26400 0.000    1       0       90       0    4c       6b 00000000
    0   26448 0.000    1       0       80       0    4c        0 00000000
    0   26460 0.000    1       0       90       0    4a       6b 00000000
    0   26508 0.000    1       0       80       0    4a        0 00000000
    0   26520 0.000    1       0       90       0    4c       6b 00000000
    0   26568 0.000    1       0       80       0    4c        0 00000000
    0   26580 0.000    1       0       90       0    51       6b 00000000
    0   26628 0.000    1       0       80       0    51        0 00000000
    0   26640 0.000    1       0       90       0    4a       6b 00000000
    0   26688 0.000    1       0       80       0    4a        0 00000000
    0   26700 0.000    1       0       90       0    48       6b 00000000
    0   26748 0.000    1       0       80       0    48        0 00000000
    0   26760 0.000    1       0       90       0    4a       6b 00000000
    0   26808 0.000    1       0       80       0    4a        0 00000000
    0   26820 0.000    1       0       90       0    50       6b 00000000
    0   26868 0.000    1       0       80       0    50        0 00000000
    0   26880 0.000    1       0       90       0    4c       6b 00000000
    0   26928 0.000    1       0       80       0    4c        0 00000000
    0   26940 0.000    1       0       90       0    4a       6b 00000000
    0   26988 0.000    1       0       80       0    4a        0 00000000
    0   27000 0.000    1       0       90       0    4c       6b 00000000
    0   27048 0.000    1       0       80       0    4c        0 00000000
    0   27060 0.000    1       0       90       0    51       6b 00000000
    0   27108 0.000    1       0       80       0    51        0 00000000
    0   27120 0.000    1       0       90       0    4a       6b 00000000
    0   27168 0.000    1       0       80       0    4a        0 00000000
    0   27180 0.000    1       0       90       0    48       6b 00000000
    0   27228 0.000    1       0       80       0    48        0 00000000
    0   27240 0.000    1       0       90       0    4a       6b 00000000
    0   27288 0.000    1       0       80       0    4a        0 00000000
    0   27300 0.000    1       0       90       0    50       6b 00000000
    0   27348 0.000    1       0       80       0    50        0 00000000
    0   27360 0.000    1       0       90       0    48       6b 00000000
    0   27408 0.000    1       0       80       0    48        0 00000000
    0   27420 0.000    1       0       90       0    47       6b 00000000
    0   27468 0.000    1       0       80       0    47        0 00000000
    0   27480 0.000    1       0       90       0    48       6b 00000000
    0   27528 0.000    1       0       80       0    48        0 00000000
    0   27540 0.000    1       0       90       0    4e       6b 00000000
    0   27588 0.000    1       0       80       0    4e        0 00000000
    0   27600 0.000    1       0       90       0    4a       6b 00000000
    0   27648 0.000    1       0       80       0    4a        0 00000000
    0   27660 0.000    1       0       90       0    48       6b 00000000
    0   27708 0.000    1       0       80       0    48        0 00000000
    0   27720 0.000    1       0       90       0    4a       6b 00000000
    0   27768 0.000    1       0       80       0    4a        0 00000000
    0   27780 0.000    1       0       90       0    50       6b 00000000
    0   27828 0.000    1       0       80       0    50        0 00000000
    0   27840 0.000    1       0       90       0    48       6b 00000000
    0   27888 0.000    1       0       80       0    48        0 00000000
    0   27900 0.000    1       0       90       0    47       6b 00000000
    0   27948 0.000    1       0       80       0    47        0 00000000
    0   27960 0.000    1       0       90       0    48       6b 00000000
    0   28008 0.000    1       0       80       0    48        0 00000000
    0   28020 0.000    1       0       90       0    4e       6b 00000000
    0   28068 0.000    1       0       80       0    4e        0 00000000
    0   28080 0.000    1       0       90       0    47       6b 00000000
    0   28128 0.000    1       0       80       0    47        0 00000000
    0   28140 0.000    1       0       90       0    45       6b 00000000
    0   28188 0.000    1       0       80       0    45        0 00000000
    0   28200 0.000    1       0       90       0    47       6b 00000000
    0   28248 0.000    1       0       80       0    47        0 00000000
    0   28260 0.000    1       0       90       0    4c       6b 00000000
    0   28308 0.000    1       0       80       0    4c        0 00000000
    0   28320 0.000    1       0       90       0    4a       6b 00000000
    0   28368 0.000    1       0       80       0    4a        0 00000000
    0   28380 0.000    1       0       90       0    47       6b 00000000
    0   28428 0.000    1       0       80       0    47        0 00000000
    0   28440 0.000    1       0       90       0    48       6b 00000000
    0   28488 0.000    1       0       80       0    48        0 00000000
    0   28500 0.000    1       0       90       0    45       6b 00000000
    0   28548 0.000    1       0       80       0    45        0 00000000
    0   28560 0.000    1       0       90       0    47       6b 00000000
    0   28608 0.000    1       0       80       0    47        0 00000000
    0   28620 0.000    1       0       90       0    44       6b 00000000
    0   28668 0.000    1       0       80       0    44        0 00000000
    0   28680 0.000    1       0       90       0    45       6b 00000000
    0   28728 0.000    1       0       80       0    45        0 00000000
    0   28740 0.000    1       0       90       0    42       6b 00000000
    0   28788 0.000    1       0       80       0    42        0 00000000
    0   28800 0.000    1       0       90       0    44       6b 00000000
    0   28848 0.000    1       0       80       0    44        0 00000000
    0   28860 0.000    1       0       90       0    42       6b 00000000
    0   28908 0.000    1       0       80       0    42        0 00000000
    0   28920 0.000    1       0       90       0    44       6b 00000000
    0   28968 0.000    1       0       80       0    44        0 00000000
    0   28980 0.000    1       0       90       0    47       6b 00000000
    0   29028 0.000    1       0       80       0    47        0 00000000
    0   29040 0.000    1       0       90       0    40       6b 00000000
    0   29088 0.000    1       0       80       0    40        0 00000000
    0   29100 0.000    1       0       90       0    3f       6b 00000000
    0   29148 0.000    1       0       80       0    3f        0 00000000
    0   29160 0.000    1       0       90       0    40       6b 00000000
    0   29208 0.000    1       0       80       0    40        0 00000000
    0   29220 0.000    1       0       90       0    44       6b 00000000
    0   29268 0.000    1       0       80       0    44        0 00000000
    0   29280 0.000    1       0       90       0    3e       6b 00000000
    0   29328 0.000    1       0       80       0    3e        0 00000000
    0   29340 0.000    1       0       90       0    3c       6b 00000000
    0   29388 0.000    1       0       80       0    3c        0 00000000
    0   29400 0.000    1       0       90       0    3e       6b 00000000
    0   29448 0.000    1       0       80       0    3e        0 00000000
    0   29460 0.000    1       0       90       0    41       6b 00000000
    0   29508 0.000    1       0       80       0    41        0 00000000
    0   32400 0.000    1       0       90       0    41       6b 00000000
    0   32448 0.000    1       0       80       0    41        0 00000000
    0   32460 0.000    1       0       90       0    40       6b 00000000
    0   32508 0.000    1       0       80       0    40        0 00000000
    0   32520 0.000    1       0       90       0    3e       6b 00000000
    0   32568 0.000    1       0       80       0    3e        0 00000000
    0   32580 0.000    1       0       90       0    3c       6b 00000000
    0   32628 0.000    1       0       80       0    3c        0 00000000
    0   33240 0.000    1       0       90       0    4c       6b 00000000
    0   33336 0.000    1       0       80       0    4c        0 00000000
    0   33360 0.000    1       0       90       0    40       6b 00000000
    0   33456 0.000    1       0       80       0    40        0 00000000
    0   33480 0.000    1       0       90       0    51       6b 00000000
    0   33576 0.000    1       0       80       0    51        0 00000000
    0   33600 0.000    1       0       90       0    4f       6b 00000000
    0   33648 0.000    1       0       80       0    4f        0 00000000
    0   33660 0.000    1       0       90       0    4c       6b 00000000
    0   33708 0.000    1       0       80       0    4c        0 00000000
    0   33720 0.000    1       0       90       0    4d       6b 00000000
    0   33768 0.000    1       0       80       0    4d        0 00000000
    0   33780 0.000    1       0       90       0    4a       6b 00000000
    0   33828 0.000    1       0       80       0    4a        0 00000000
    0   33840 0.000    1       0       90       0    4c       6b 00000000
    0   33888 0.000    1       0       80       0    4c        0 00000000
    0   33900 0.000    1       0       90       0    47       6b 00000000
    0   33948 0.000    1       0       80       0    47        0 00000000
    0   33960 0.000    1       0       90       0    48       6b 00000000
    0   34008 0.000    1       0       80       0    48        0 00000000
    0   34020 0.000    1       0       90       0    44       6b 00000000
    0   34068 0.000    1       0       80       0    44        0 00000000
    0   34080 0.000    1       0       90       0    45       6b 00000000
    0   34128 0.000    1       0       80       0    45        0 00000000
    0   34140 0.000    1       0       90       0    48       6b 00000000
    0   34188 0.000    1       0       80       0    48        0 00000000
    0   34200 0.000    1       0       90       0    4d       6b 00000000
    0   34200 0.000    1       0       90       0    45       6b 00000000
    0   34248 0.000    1       0       80       0    4d        0 00000000
    0   34260 0.000    1       0       90       0    4a       6b 00000000
    0   34296 0.000    1       0       80       0    45        0 00000000
    0   34308 0.000    1       0       80       0    4a        0 00000000
    0   34320 0.000    1       0       90       0    4c       6b 00000000
    0   34320 0.000    1       0       90       0    45       6b 00000000
    0   34368 0.000    1       0       80       0    4c        0 00000000
    0   34380 0.000    1       0       90       0    48       6b 00000000
    0   34416 0.000    1       0       80       0    45        0 00000000
    0   34428 0.000    1       0       80       0    48        0 00000000
    0   34440 0.000    1       0       90       0    4a       6b 00000000
    0   34440 0.000    1       0       90       0    44       6b 00000000
    0   34488 0.000    1       0       80       0    4a        0 00000000
    0   34500 0.000    1       0       90       0    47       6b 00000000
    0   34536 0.000    1       0       80       0    44        0 00000000
    0   34548 0.000    1       0       80       0    47        0 00000000
    0   34560 0.000    1       0       90       0    45       6b 00000000
    0   34560 0.000    1       0       90       0    48       6b 00000000
    0   34608 0.000    1       0       80       0    48        0 00000000
    0   34620 0.000    1       0       90       0    47       6b 00000000
    0   34656 0.000    1       0       80       0    45        0 00000000
    0   34668 0.000    1       0       80       0    47        0 00000000
    0   34680 0.000    1       0       90       0    48       6b 00000000
    0   34728 0.000    1       0       80       0    48        0 00000000
    0   34740 0.000    1       0       90       0    44       6b 00000000
    0   34788 0.000    1       0       80       0    44        0 00000000
    0   34800 0.000    1       0       90       0    45       6b 00000000
    0   34848 0.000    1       0       80       0    45        0 00000000
    0   34860 0.000    1       0       90       0    48       6b 00000000
    0   34908 0.000    1       0       80       0    48        0 00000000
    0   34920 0.000    1       0       90       0    4c       6b 00000000
    0   34920 0.000    1       0       90       0    45       6b 00000000
    0   34968 0.000    1       0       80       0    4c        0 00000000
    0   34980 0.000    1       0       90       0    48       6b 00000000
    0   35016 0.000    1       0       80       0    45        0 00000000
    0   35028 0.000    1       0       80       0    48        0 00000000
    0   35040 0.000    1       0       90       0    44       6b 00000000
    0   35040 0.000    1       0       90       0    4a       6b 00000000
    0   35088 0.000    1       0       80       0    4a        0 00000000
    0   35100 0.000    1       0       90       0    47       6b 00000000
    0   35136 0.000    1       0       80       0    44        0 00000000
    0   35148 0.000    1       0       80       0    47        0 00000000
    0   35160 0.000    1       0       90       0    40       6b 00000000
    0   35160 0.000    1       0       90       0    48       6b 00000000
    0   35208 0.000    1       0       80       0    48        0 00000000
    0   35220 0.000    1       0       90       0    45       6b 00000000
    0   35256 0.000    1       0       80       0    40        0 00000000
    0   35268 0.000    1       0       80       0    45        0 00000000
    0   35280 0.000    1       0       90       0    47       6b 00000000
    0   35328 0.000    1       0       80       0    47        0 00000000
    0   35340 0.000    1       0       90       0    45       6b 00000000
    0   35388 0.000    1       0       80       0    45        0 00000000
    0   35400 0.000    1       0       90       0    47       6b 00000000
    0   35448 0.000    1       0       80       0    47        0 00000000
    0   35460 0.000    1       0       90       0    44       6b 00000000
    0   35508 0.000    1       0       80       0    44        0 00000000
    0   35520 0.000    1       0       90       0    45       6b 00000000
    0   35568 0.000    1       0       80       0    45        0 00000000
    0   35580 0.000    1       0       90       0    44       6b 00000000
    0   35628 0.000    1       0       80       0    44        0 00000000
    0   35640 0.000    1       0       90       0    45       6b 00000000
    0   35688 0.000    1       0       80       0    45        0 00000000
    0   35700 0.000    1       0       90       0    4d       6b 00000000
    0   35748 0.000    1       0       80       0    4d        0 00000000
    0   35760 0.000    1       0       90       0    4c       6b 00000000
    0   35808 0.000    1       0       80       0    4c        0 00000000
    0   35820 0.000    1       0       90       0    48       6b 00000000
    0   35868 0.000    1       0       80       0    48        0 00000000
    0   35880 0.000    1       0       90       0    4a       6b 00000000
    0   35928 0.000    1       0       80       0    4a        0 00000000
    0   35940 0.000    1       0       90       0    47       6b 00000000
    0   35988 0.000    1       0       80       0    47        0 00000000
    0   36000 0.000    1       0       90       0    48       6b 00000000
    0   36048 0.000    1       0       80       0    48        0 00000000
    0   36060 0.000    1       0       90       0    47       6b 00000000
    0   36108 0.000    1       0       80       0    47        0 00000000
    0   36120 0.000    1       0       90       0    45       6b 00000000
    0   36168 0.000    1       0       80       0    45        0 00000000
    0   36180 0.000    1       0       90       0    44       6b 00000000
    0   36228 0.000    1       0       80       0    44        0 00000000
    0   36240 0.000    1       0       90       0    45       6b 00000000
    0   36288 0.000    1       0       80       0    45        0 00000000
    0   36300 0.000    1       0       90       0    47       6b 00000000
    0   36348 0.000    1       0       80       0    47        0 00000000
    0   36360 0.000    1       0       90       0    48       6b 00000000
    0   36408 0.000    1       0       80       0    48        0 00000000
    0   36420 0.000    1       0       90       0    4d       6b 00000000
    0   36468 0.000    1       0       80       0    4d        0 00000000
    0   36480 0.000    1       0       90       0    4c       6b 00000000
    0   36528 0.000    1       0       80       0    4c        0 00000000
    0   36540 0.000    1       0       90       0    48       6b 00000000
    0   36588 0.000    1       0       80       0    48        0 00000000
    0   36600 0.000    1       0       90       0    4a       6b 00000000
    0   36648 0.000    1       0       80       0    4a        0 00000000
    0   36660 0.000    1       0       90       0    47       6b 00000000
    0   36708 0.000    1       0       80       0    47        0 00000000
    0   36720 0.000    1       0       90       0    48       6b 00000000
    0   36768 0.000    1       0       80       0    48        0 00000000
    0   36780 0.000    1       0       90       0    47       6b 00000000
    0   36828 0.000    1       0       80       0    47        0 00000000
    0   36840 0.000    1       0       90       0    45       6b 00000000
    0   36888 0.000    1       0       80       0    45        0 00000000
    0   36900 0.000    1       0       90       0    44       6b 00000000
    0   36948 0.000    1       0       80       0    44        0 00000000
    0   36960 0.000    1       0       90       0    45       6b 00000000
    0   37008 0.000    1       0       80       0    45        0 00000000
    0   37020 0.000    1       0       90       0    47       6b 00000000
    0   37068 0.000    1       0       80       0    47        0 00000000
    0   37080 0.000    1       0       90       0    48       6b 00000000
    0   37128 0.000    1       0       80       0    48        0 00000000
    0   37140 0.000    1       0       90       0    4a       6b 00000000
    0   37188 0.000    1       0       80       0    4a        0 00000000
    0   37200 0.000    1       0       90       0    48       6b 00000000
    0   37248 0.000    1       0       80       0    48        0 00000000
    0   37260 0.000    1       0       90       0    45       6b 00000000
    0   37308 0.000    1       0       80       0    45        0 00000000
    0   37320 0.000    1       0       90       0    47       6b 00000000
    0   37368 0.000    1       0       80       0    47        0 00000000
    0   37380 0.000    1       0       90       0    44       6b 00000000
    0   37428 0.000    1       0       80       0    44        0 00000000
    0   37440 0.000    1       0       90       0    45       6b 00000000
    0   37488 0.000    1       0       80       0    45        0 00000000
    0   37500 0.000    1       0       90       0    47       6b 00000000
    0   37548 0.000    1       0       80       0    47        0 00000000
    0   37560 0.000    1       0       90       0    48       6b 00000000
    0   37608 0.000    1       0       80       0    48        0 00000000
    0   37620 0.000    1       0       90       0    45       6b 00000000
    0   37668 0.000    1       0       80       0    45        0 00000000
    0   37680 0.000    1       0       90       0    44       6b 00000000
    0   37728 0.000    1       0       80       0    44        0 00000000
    0   37740 0.000    1       0       90       0    45       6b 00000000
    0   37788 0.000    1       0       80       0    45        0 00000000
    0   37800 0.000    1       0       90       0    48       6b 00000000
    0   37848 0.000    1       0       80       0    48        0 00000000
    0   37860 0.000    1       0       90       0    45       6b 00000000
    0   37908 0.000    1       0       80       0    45        0 00000000
    0   37920 0.000    1       0       90       0    47       6b 00000000
    0   37968 0.000    1       0       80       0    47        0 00000000
    0   37980 0.000    1       0       90       0    44       6b 00000000
    0   38028 0.000    1       0       80       0    44        0 00000000
    0   38040 0.000    1       0       90       0    45       6b 00000000
    0   38088 0.000    1       0       80       0    45        0 00000000
    0   38100 0.000    1       0       90       0    42       6b 00000000
    0   38148 0.000    1       0       80       0    42        0 00000000
    0   38160 0.000    1       0       90       0    44       6b 00000000
    0   38208 0.000    1       0       80       0    44        0 00000000
    0   38220 0.000    1       0       90       0    41       6b 00000000
    0   38268 0.000    1       0       80       0    41        0 00000000
    0   38280 0.000    1       0       90       0    40       6b 00000000
    0   38328 0.000    1       0       80       0    40        0 00000000
    0   38340 0.000    1       0       90       0    3e       6b 00000000
    0   38388 0.000    1       0       80       0    3e        0 00000000
    0   38400 0.000    1       0       90       0    3c       6b 00000000
    0   38448 0.000    1       0       80       0    3c        0 00000000
    0   38460 0.000    1       0       90       0    3b       6b 00000000
    0   38508 0.000    1       0       80       0    3b        0 00000000
    0   38520 0.000    1       0       90       0    3c       6b 00000000
    0   38568 0.000    1       0       80       0    3c        0 00000000
    0   38580 0.000    1       0       90       0    45       6b 00000000
    0   38628 0.000    1       0       80       0    45        0 00000000
    0   38640 0.000    1       0       90       0    3b       6b 00000000
    0   38688 0.000    1       0       80       0    3b        0 00000000
    0   38700 0.000    1       0       90       0    45       6b 00000000
    0   38748 0.000    1       0       80       0    45        0 00000000
    0   38760 0.000    1       0       90       0    3b       6b 00000000
    0   38808 0.000    1       0       80       0    3b        0 00000000
    0   38820 0.000    1       0       90       0    44       6b 00000000
    0   38868 0.000    1       0       80       0    44        0 00000000
    0   38880 0.000    1       0       90       0    45       6b 00000000
    0   38976 0.000    1       0       80       0    45        0 00000000
    0   39000 0.000    1       0       90       0    40       6b 00000000
